TimeStamp(ms),Temperature(*C),Pressure(Pa),Altitude(m),AccelX(m/s^2),AccelY(m/s^2),AccelZ(m/s^2),MagX(uT),MagY(uT),MagZ(uT),GyroX(rad/s),GyroY(rad/s),GyroZ(rad/s),OriPitch,OriRoll,OriHeading,Latitude,Longitude,Altitude(m),Speed(m/s),Voltage(V)
586586,26.15,101222.5391,-4374.9434,-0.9414,-9.5713,2.432,-17.0909,-55,-11.6327,1.8101,1.191,-2.8141,-75.743,5.4456,116.2264,-37.5492,175.2622,26.8,0.01,4.1379
587587,26.14,101219.8594,-4374.6978,-0.8238,-9.4928,2.3928,-17.1818,-55.5455,-12.6531,1.0951,0.2025,-2.5659,-75.8524,4.8098,116.4614,-37.5492,175.2622,26.8,0.01,4.1314
588588,26.16,101222.5625,-4374.9453,-0.8238,-9.5321,2.3928,-17.2727,-55.5455,-12.2449,0.4443,-0.8121,-2.23,-75.9083,4.7913,117.0347,-37.5492,175.2622,26.8,0.03,4.125
589589,26.16,101219.7891,-4374.6909,-0.7845,-9.4536,2.432,-17,-55.5455,-12.449,-0.1321,-1.7572,-2.219,-75.5729,4.595,116.4526,-37.5492,175.2622,26.8,0.01,4.125
590590,26.17,101220.6406,-4374.7695,-0.863,-9.6105,2.432,-17.2727,-55.5455,-12.0408,-0.8829,-2.4354,-2.9042,-75.7988,4.9752,116.8255,-37.5492,175.2622,26.8,0.01,4.1314
591591,26.18,101221.6563,-4374.8623,-0.7845,-9.5321,2.3536,-16.9091,-55.5455,-11.7347,-1.5921,-2.9396,-2.4696,-76.1303,4.5685,117.3579,-37.5492,175.2622,26.8,0.01,4.1186
592592,26.18,101222.6563,-4374.9541,-0.7845,-9.4928,2.3536,-16.9091,-55.2727,-11.6327,-2.204,-3.9535,-2.2823,-76.0752,4.5862,117.4767,-37.5492,175.2622,26.8,0.01,4.125
593593,26.19,101220.5625,-4374.9136,-0.863,-9.4144,2.3536,-17.1818,-55.3636,-11.3265,0.9021,-4.9118,-1.5792,-75.9638,5.0819,117.2961,-37.5492,175.2622,26.8,0.01,4.1379
594594,26.19,101218.3984,-4374.564,-0.863,-9.4928,2.2751,-16.9091,-55.3636,-11.3265,-3.8538,4.3703,-1.4259,-76.5222,5.0521,117.2804,-37.5492,175.2622,26.8,0.03,4.1314
595595,26.2,101222.4531,-4374.9351,-0.7061,-9.5713,2.079,-17.2727,-55.4545,-12.2449,-4.5045,3.3159,-1.2252,-77.745,4.1233,119.6621,-37.5492,175.2622,26.8,0.02,4.125
596596,26.2,101220.2891,-4374.7368,-0.6276,-9.5321,2.4713,-17.1818,-55.2727,-11.7347,4.8038,2.4112,-0.6208,-75.4655,3.6469,118.9054,-37.5492,175.2622,26.8,0.03,4.1186
597597,26.21,101223.3125,-4375.0137,-0.8238,-9.5713,2.5105,-17.3636,-55.5455,-12.551,-2.0406,1.8317,-0.1898,-75.3027,4.7589,116.5547,-37.5492,175.2622,26.8,0.03,4.1121
598598,26.21,101221.4844,-4374.8467,-0.8238,-9.4536,2.3536,-17.3636,-55,-11.8367,-2.9522,1.2329,-0.7569,-76.0197,4.8332,117.7719,-37.5492,175.2622,26.8,0.04,4.1186
599599,26.22,101219.75,-4374.688,-0.7845,-9.5713,2.432,-17.1818,-55.4545,-11.7347,2.3114,0.1083,-0.4371,-75.743,4.5422,117.6268,-37.5492,175.2622,26.8,0.01,4.125
600600,26.22,101221.75,-4374.8711,-1.0199,-9.2575,2.3144,-17.2727,-55.5455,-12.3469,1.6154,-0.9258,-0.2503,-75.9638,6.1006,114.8125,-37.5492,175.2622,26.8,0.03,4.1379
601601,26.22,101222.7422,-4374.9614,-0.7845,-9.5713,2.432,-17.0909,-55.0909,-11.3265,0.929,-1.7188,-0.2048,-75.743,4.5422,117.9615,-37.5492,175.2622,26.8,0.01,4.1379
602602,26.23,101219.6094,-4374.6748,-0.8238,-9.5321,2.3536,-17.4545,-54.9091,-11.7347,0.1944,-2.8158,-0.0699,-76.1303,4.7959,118.2098,-37.5492,175.2622,26.8,0.09,4.1186
603603,26.23,101218.625,-4374.5845,-0.7453,-9.5321,2.3536,-17.2727,-55.1818,-12.2449,-0.5085,-3.9769,0.3257,-76.1303,4.341,118.0641,-37.5492,175.2622,26.8,0.04,4.1186
604604,26.23,101221.625,-4374.9722,-0.6669,-9.5713,2.3928,-17,-55.7273,-12.1429,-1.2625,4.891,0.4523,-75.9638,3.8668,118.1125,-37.5492,175.2622,26.8,0,4.1186
605605,26.25,101226.1875,-4375.2773,-0.7845,-9.7282,2.3144,-17.1818,-55.5455,-12.2449,-2.0575,3.9563,0.7317,-76.6179,4.486,117.9186,-37.5492,175.2622,26.8,0.01,4.1314
606606,26.24,101217.3438,-4374.4673,-1.0591,-9.4928,2.1967,-17.3636,-55,-11.2245,-2.3744,3.3813,0.6167,-76.9708,6.2036,116.717,-37.5492,175.2622,26.8,0.03,4.1186
607607,26.26,101224.0859,-4375.0845,-0.7453,-9.4536,2.2751,-17,-54.9091,-11.4286,-3.2232,2.8311,2.153,-76.4683,4.3831,118.6216,-37.5492,175.2622,26.8,0.04,4.1186
608608,26.25,101221.25,-4374.8252,-0.863,-9.5321,2.3928,-17,-55.1818,-12.3469,-3.7868,2.1089,3.0175,-75.9083,5.0183,116.2226,-37.5492,175.2622,26.8,0.03,4.1379
609609,26.26,101216.1094,-4374.354,-0.9414,-9.5713,2.5105,-17.2727,-55,-11.3265,-1.0646,1.8271,3.8161,-75.3027,5.4349,116.516,-37.5492,175.2622,26.8,0.02,4.1314
610610,26.26,101221.0938,-4374.811,-0.9414,-9.689,2.3144,-17.3636,-55.0909,-12.449,-1.4587,1.2286,4.8327,-76.5657,5.3988,116.6815,-37.5492,175.2622,26.8,0.01,4.1186
611611,26.27,101221.5,-4374.8481,-0.6276,-9.3359,2.4713,-17.0909,-55.6364,-12.449,-2.2008,0.4404,-4.3898,-75.1735,3.7183,117.667,-37.5492,175.2622,26.8,0.03,4.125
612612,26.28,101216.2031,-4374.3628,-0.7845,-9.8459,2.1967,-17,-55.3636,-12.551,4.0219,-0.4655,-4.6782,-77.4229,4.4469,118.0875,-37.5492,175.2622,26.8,0.02,4.125
613613,26.28,101220.5156,-4374.7578,-0.8238,-9.6105,2.1967,-17.0909,-55.4545,-12.3469,3.332,-1.6382,-4.0846,-77.125,4.7765,117.6123,-37.5492,175.2622,26.8,0.02,4.125
614614,26.28,101222.5156,-4374.9409,-0.7845,-9.5713,2.3536,-17,-55.4545,-12.3469,2.6116,-2.3624,-3.416,-76.185,4.5509,117.0926,-37.5492,175.2622,26.8,0.03,4.1379
615615,26.29,101221.875,-4374.8672,-0.863,-9.5713,2.2751,-17.0909,-55.4545,-12.551,2.202,-2.7849,-3.5942,-76.6287,5.0131,116.6511,-37.5492,175.2622,26.8,0.01,4.1186
616616,26.31,101225.6641,-4375.2295,-0.7845,-9.4928,2.3536,-17.0909,-55.3636,-12.449,1.434,-3.6837,-3.1482,-76.0752,4.5862,117.0606,-37.5492,175.2622,26.8,0.01,4.1186
617617,26.31,101225.8281,-4375.2441,-0.8238,-9.4928,2.3928,-17.1818,-55.4545,-12.2449,0.7175,-4.8225,-3.4761,-75.8524,4.8098,116.8342,-37.5492,175.2622,26.8,0.01,4.1186
618618,26.31,101222.8281,-4374.9692,-0.9414,-9.5713,2.3536,-17,-55.3636,-12.551,-0.0122,4.0526,-3.3222,-76.185,5.4561,115.4578,-37.5492,175.2622,26.8,0,4.1314
619619,26.31,101223.6719,-4375.0469,-0.8238,-9.4928,2.432,-16.9091,-55.8182,-12.2449,-0.7824,3.1521,-3.1872,-75.63,4.8051,116.059,-37.5492,175.2622,26.8,0.01,4.1314
620620,26.32,101223.0313,-4374.9878,-0.7845,-9.4536,2.3928,-17,-55.5455,-12.6531,-1.5437,2.1388,-2.2852,-75.7961,4.5996,116.438,-37.5492,175.2622,26.8,0.06,4.125
621621,26.32,101222.3672,-4374.9277,-0.9414,-9.5713,2.3144,-17,-55.3636,-12.551,-2.25,1.0649,-2.3665,-76.4066,5.4612,115.6051,-37.5492,175.2622,26.8,0.01,4.125
622622,26.32,101223.875,-4375.0659,-0.7845,-9.4928,2.3928,-17.1818,-55.2727,-12.9592,-3.0114,-0.0301,-2.718,-75.8524,4.5818,116.6715,-37.5492,175.2622,26.8,0.03,4.1314
623623,26.32,101222.875,-4374.9741,-0.7845,-9.5321,2.3536,-16.9091,-55.1818,-11.7347,-3.7451,-1.2262,-1.3341,-76.1303,4.5685,117.4921,-37.5492,175.2622,26.8,0.01,4.1314
624624,26.33,101221.6094,-4374.8574,-0.7061,-9.5713,2.432,-17.1818,-54.9091,-11.3265,-4.1207,-2.3176,-0.9116,-75.743,4.0896,118.9301,-37.5492,175.2622,26.8,0.03,4.1186
625625,26.33,101222.7734,-4374.9648,-0.8238,-9.5321,2.2359,-16.7273,-55.2727,-12.3469,-4.861,-3.434,-1.4291,-76.7989,4.8093,116.698,-37.5492,175.2622,26.8,0.04,4.125
626626,26.33,101216.7969,-4374.4175,-0.7845,-9.3359,2.1182,-17.0909,-55.2727,-12.449,4.3381,-4.4257,-0.7359,-77.2165,4.685,117.8131,-37.5492,175.2622,26.8,0.02,4.1314
627627,26.34,101226.125,-4375.2715,-0.7845,-9.6105,2.432,-17.2727,-55.4545,-12.551,3.6522,4.4462,-0.5344,-75.7988,4.5248,117.1571,-37.5492,175.2622,26.8,0.04,4.1186
628628,26.34,101225.1719,-4375.1846,-0.7845,-9.4928,2.1182,-16.9091,-55.2727,-12.551,2.8613,3.3711,-0.2688,-77.4211,4.6115,117.6736,-37.5492,175.2622,26.8,0.01,4.1379
629629,26.35,101221.875,-4374.8823,-0.863,-9.5713,2.3144,-17.0909,-54.9091,-11.5306,2.3014,2.6673,0.2396,-76.4066,5.0085,117.5941,-37.5492,175.2622,26.8,0.02,4.125
630630,26.35,101218.8906,-4374.6089,-0.7845,-9.4928,2.3144,-17.0909,-55.3636,-12.551,2.0737,1.7631,0.106,-76.2985,4.5906,117.1333,-37.5492,175.2622,26.8,0.03,4.125
631631,26.37,101224.4531,-4375.1182,-0.7845,-9.4928,2.2359,-17,-54.8182,-11.3265,1.4505,0.7121,0.2804,-76.7463,4.5992,118.6222,-37.5492,175.2622,26.8,0.02,4.1186
632632,26.36,101219.9453,-4374.7061,-0.7845,-9.5713,2.5105,-17.0909,-55.4545,-12.0408,0.7416,-0.4145,0.431,-75.3027,4.5332,116.887,-37.5492,175.2622,26.8,0.04,4.1314
633633,26.38,101221.6875,-4374.8647,-0.7845,-9.4928,2.3928,-17,-55.6364,-12.449,0.334,-1.3801,0.5783,-75.8524,4.5818,116.6439,-37.5492,175.2622,26.8,0.02,4.1186
634634,26.37,101219.9766,-4374.7085,-0.6669,-9.5321,2.3928,-17.2727,-55.5455,-12.7551,-0.3476,-2.456,0.7327,-75.9083,3.8818,118.0474,-37.5492,175.2622,26.8,0.08,4.1186
635635,26.39,101217.4375,-4374.4761,-0.8238,-9.689,2.5497,-17.2727,-55.5455,-11.3265,-1.113,-3.5708,0.0664,-75.2564,4.7003,117.4789,-37.5492,175.2622,26.8,0.01,4.125
636636,26.39,101222.4219,-4374.7749,-0.8238,-9.5321,2.5105,-17.4545,-55.1818,-11.5306,-1.854,-4.6814,0.9785,-75.2448,4.7771,117.6319,-37.5492,175.2622,26.8,0.08,4.1121
637637,26.4,101220.4531,-4374.752,-0.7845,-9.5713,2.2751,-17.1818,-55.4545,-11.9388,-2.6965,4.444,1.3551,-76.6287,4.5594,118.1158,-37.5492,175.2622,26.8,0.04,4.1186
638638,26.4,101218.9531,-4374.6143,-0.9022,-9.6105,2.432,-17.1818,-55.2727,-12.3469,-3.328,3.3778,1.3819,-75.7988,5.2001,116.1404,-37.5492,175.2622,26.8,0.01,4.1186
639639,26.39,101213.7813,-4374.1411,-0.8238,-9.5321,2.2751,-17.0909,-55.1818,-11.4286,-3.6968,2.4435,1.6608,-76.5756,4.8049,118.0648,-37.5492,175.2622,26.8,0.03,4.1186
640640,26.4,101219.9531,-4374.7061,-0.7845,-9.4536,2.2359,-17.2727,-55.2727,-11.8367,-4.1116,1.7165,2.2588,-76.6932,4.6172,118.3985,-37.5492,175.2622,26.8,0.03,4.1314
641641,26.4,101216.9688,-4374.4331,-0.7845,-9.5713,2.3536,-17.0909,-55.6364,-12.6531,-4.7884,0.7318,1.5064,-76.185,4.5509,116.9292,-37.5492,175.2622,26.8,0.01,4.125
642642,26.41,101217.3594,-4374.4687,-0.7845,-9.6105,2.1967,-17,-55.3636,-11.4286,4.5607,-0.3427,2.5412,-77.125,4.55,118.7249,-37.5492,175.2622,26.8,0.02,4.1186
643643,26.41,101215.8594,-4374.3315,-0.6669,-9.5713,2.3928,-17,-55.5455,-11.5306,-4.3294,-1.0664,2.9291,-75.9638,3.8668,118.7285,-37.5492,175.2622,26.8,0.05,4.1314
644644,26.42,101217.0391,-4374.4399,-0.8238,-9.4144,2.2359,-17,-55.1818,-12.3469,3.4334,-2.1156,3.1516,-76.6398,4.866,117.0162,-37.5492,175.2622,26.8,0.06,4.1314
645645,26.42,101214.2188,-4374.1816,-0.8238,-9.4144,2.1182,-17.2727,-55.3636,-12.3469,2.764,-3.1921,3.301,-77.3196,4.8793,117.9626,-37.5492,175.2622,26.8,0.03,4.1379
646646,26.43,101212.9063,-4374.061,-0.8238,-9.5713,2.2751,-16.9091,-55.4545,-12.3469,1.9902,-4.1533,3.1452,-76.6287,4.7864,116.8748,-37.5492,175.2622,26.8,0.01,4.1314
647647,26.43,101215.4531,-4374.2944,-0.7845,-9.6497,2.2751,-17.0909,-55.0909,-12.3469,1.2668,4.7147,2.3648,-76.7335,4.5245,117.854,-37.5492,175.2622,26.8,0.01,4.125
648648,26.43,101217.4453,-4374.4761,-0.7845,-9.5321,2.432,-17.1818,-55.2727,-11.2245,0.8648,3.7183,3.5488,-75.6867,4.5597,118.0761,-37.5492,175.2622,26.8,0.02,4.1186
649649,26.43,101212.625,-4374.0347,-0.863,-9.6105,2.432,-17.0909,-55.0909,-12.3469,0.0228,2.7955,4.1652,-75.7988,4.9752,116.412,-37.5492,175.2622,26.8,0.02,4.1186
650650,26.45,101212.5313,-4374.0269,-0.8238,-9.5713,2.3144,-17.1818,-55.3636,-11.9388,-0.6901,1.8593,4.3924,-76.4066,4.7819,117.6013,-37.5492,175.2622,26.8,0,4.1186
651651,26.45,101212.8672,-4374.0571,-0.8238,-9.5321,2.3144,-17,-54.9091,-11.5306,0.0174,0.8864,4.5306,-76.3528,4.8004,117.7337,-37.5492,175.2622,26.8,0,4.1121
652652,26.44,101213.3203,-4374.0986,-0.863,-9.4928,2.3144,-17.0909,-55.3636,-11.6327,-1.9862,-0.1061,4.7017,-76.2985,5.0474,117.1759,-37.5492,175.2622,26.8,0.03,4.1314
653653,26.46,101214.2344,-4374.1826,-0.7453,-9.4928,2.2751,-17.0909,-55.0909,-12.3469,-2.6831,-1.2207,4.8461,-76.5222,4.3661,117.9471,-37.5492,175.2622,26.7,0.01,4.125
654654,26.47,101215.4531,-4374.2944,-0.7453,-9.4536,2.3536,-17.2727,-55.3636,-12.3469,-3.3863,-2.2619,4.9863,-76.0197,4.3748,117.7699,-37.5492,175.2622,26.7,0.01,4.1186
655655,26.46,101211.7422,-4373.9546,-0.863,-9.6105,2.4713,-17,-55.3636,-12.3469,-4.4159,-3.4189,-4.6879,-75.5792,4.9703,115.9998,-37.5492,175.2622,26.7,0.01,4.125
656656,26.47,101211.9688,-4373.9912,-0.6669,-9.4536,2.3928,-17.1818,-55.1818,-12.6531,4.3431,-4.0485,4.8361,-75.7961,3.912,117.9697,-37.5492,175.2622,26.7,0.01,4.1314
657657,26.48,101214.9844,-4374.251,-0.7453,-9.4536,2.3536,-17.1818,-55.3636,-12.1429,3.6308,4.9485,-4.7473,-76.0197,4.3748,117.7875,-37.5492,175.2622,26.7,0.01,4.1314
658658,26.48,101213.6563,-4374.1294,-0.7845,-9.4928,2.2751,-17.0909,-55.1818,-12.3469,3.3182,3.8353,-4.4219,-76.5222,4.5949,117.5401,-37.5492,175.2622,26.7,0.01,4.1314
659659,26.48,101212.8281,-4374.0537,-0.7453,-9.4928,2.2751,-17,-55.5455,-12.2449,4.2305,3.2434,-4.032,-76.5222,4.3661,117.7133,-37.5492,175.2622,26.7,0,4.125
660660,26.48,101213.6563,-4374.1294,-0.7845,-9.5321,2.3144,-17.1818,-55.3636,-12.2449,2.4596,1.991,-3.78,-76.3528,4.5728,117.6331,-37.5492,175.2622,26.7,0,4.1314
661661,26.5,101211.5781,-4373.939,-0.7061,-9.5321,2.3144,-17.1818,-55.6364,-12.3469,2.1281,1.3477,-3.8384,-76.3528,4.1172,118.1872,-37.5492,175.2622,26.7,0.01,4.1379
662662,26.49,101216.0469,-4374.3486,-0.8238,-9.5321,2.3928,-16.8182,-55.4545,-12.7551,2.2327,0.2082,-3.6721,-75.9083,4.7913,115.8337,-37.5492,175.2622,26.7,0,4.1186
663663,26.51,101217.125,-4374.4473,-0.7845,-9.4928,2.432,-17,-55.2727,-12.3469,1.1984,-0.9036,-3.4042,-75.63,4.5773,116.7044,-37.5492,175.2622,26.7,0.02,4.125
664664,26.49,101211.7266,-4373.9526,-0.7845,-9.5321,2.3928,-17.2727,-55,-12.1429,-0.1312,-1.9627,-3.3567,-75.9083,4.5641,117.6902,-37.5492,175.2622,26.7,0.02,4.1314
665665,26.51,101211.1484,-4373.8999,-0.863,-9.5321,2.432,-17.0909,-55.2727,-11.7347,-0.726,-3.0125,-3.5103,-75.6867,5.0134,116.7135,-37.5492,175.2622,26.7,0.01,4.1314
666666,26.51,101217.6406,-4374.4941,-0.7453,-9.5321,2.3928,-17.2727,-55.5455,-12.551,-1.4022,-4.1004,-3.3695,-75.9083,4.3368,117.5058,-37.5492,175.2622,26.7,0.01,4.1121
667667,26.52,101218.4844,-4374.7095,-0.863,-9.5713,2.4713,-17.0909,-55.6364,-11.5306,-2.2182,-4.61,-3.1359,-75.5226,4.9893,116.6656,-37.5492,175.2622,26.7,0,4.1186
668668,26.52,101215.1563,-4374.2666,-0.7845,-9.4536,2.3536,-17.1818,-55.4545,-12.2449,-2.8622,4.4524,-3.1759,-76.0197,4.6041,117.2941,-37.5492,175.2622,26.7,0.01,4.1314
669669,26.53,101214.8984,-4374.2437,-0.863,-9.4928,2.4713,-17.1818,-55.0909,-12.1429,-3.3365,3.4972,-3.1883,-75.408,5.0278,116.3792,-37.5492,175.2622,26.7,0.01,4.125
670670,26.52,101216.8672,-4374.4243,-0.7453,-9.5713,2.3144,-17.1818,-55,-12.1429,-3.9764,2.4526,-3.2324,-76.4066,4.3283,118.2967,-37.5492,175.2622,26.7,0.05,4.1314
671671,26.53,101215.5625,-4374.3042,-0.7453,-9.4144,2.1967,-17.1818,-55.1818,-11.5306,-4.6623,1.1861,-2.9942,-76.866,4.4085,119.0495,-37.5492,175.2622,26.7,0.09,4.125
672672,26.53,101216.5625,-4374.396,-0.8238,-9.5321,2.5497,-17.3636,-55.1818,-12.1429,4.6612,0.0704,-2.8207,-75.0246,4.7723,116.8021,-37.5492,175.2622,26.7,0.06,4.125
673673,26.54,101215.9609,-4374.3408,-0.7845,-9.4928,2.3144,-17,-55.1818,-11.2245,3.9482,-1.0449,-2.6676,-76.2985,4.5906,118.2219,-37.5492,175.2622,26.7,0.02,4.1314
674674,26.54,101216.125,-4374.3555,-0.863,-9.5321,2.3928,-17.0909,-55.1818,-11.4286,3.1722,-2.1774,-2.5844,-75.9083,5.0183,117.1732,-37.5492,175.2622,26.7,0.02,4.1314
675675,26.55,101217.1406,-4374.4487,-0.7845,-9.4928,2.3536,-17,-55.2727,-11.6327,2.9117,-2.8619,-2.0661,-76.0752,4.5862,117.6426,-37.5492,175.2622,26.7,0.01,4.1314
676676,26.55,101215.3047,-4374.2808,-0.7845,-9.4928,2.3144,-17.1818,-55.6364,-12.1429,1.9285,-3.9809,-1.5922,-76.2985,4.5906,117.5529,-37.5492,175.2622,26.7,0.01,4.125
677677,26.55,101217.1484,-4374.4497,-0.9022,-9.5321,2.2359,-16.8182,-55.3636,-11.9388,1.0172,4.9306,-1.1654,-76.7989,5.2649,116.4102,-37.5492,175.2622,26.7,0.01,4.125
678678,26.56,101217.375,-4374.5161,-0.7845,-9.4928,2.1967,-17,-55.3636,-11.2245,0.1759,3.7996,-0.7931,-76.9708,4.6034,118.6978,-37.5492,175.2622,26.7,0.01,4.125
679679,26.56,101215.375,-4374.2866,-0.8238,-9.4928,2.432,-17.2727,-54.9091,-10.9184,0.0571,3.082,-0.536,-75.63,4.8051,118.2095,-37.5492,175.2622,26.7,0.01,4.1314
680680,26.57,101216.5547,-4374.3945,-0.9022,-9.4928,2.2359,-17.2727,-55.3636,-12.551,-0.5399,2.1131,-0.2732,-76.7463,5.2854,116.6487,-37.5492,175.2622,26.7,0.02,4.1314
681681,26.57,101217.7188,-4374.502,-0.8238,-9.5713,2.3536,-16.9091,-55.4545,-12.3469,-1.2764,1.0185,-0.2891,-76.185,4.7774,116.5562,-37.5492,175.2622,26.7,0.03,4.1186
682682,26.57,101216.9063,-4374.4277,-0.863,-9.5321,2.3928,-17.1818,-55.2727,-12.6531,-1.8576,0.1915,0.1436,-75.9083,5.0183,116.2634,-37.5492,175.2622,26.7,0.04,4.1186
683683,26.57,101216.5781,-4374.3975,-0.8238,-9.6497,2.1182,-17.1818,-55,-11.5306,-2.5061,-0.8723,0.2969,-77.6192,4.7663,119.1604,-37.5492,175.2622,26.7,0.07,4.125
684684,26.57,101214.0781,-4374.1685,-0.7845,-9.6105,2.3144,-17,-55.3636,-12.449,-3.2761,-1.8451,0.3974,-76.46,4.5377,117.2675,-37.5492,175.2622,26.7,0.04,4.1314
685685,26.58,101215.4688,-4374.2954,-0.7845,-9.3752,2.432,-17.2727,-55.0909,-12.6531,-3.9744,-2.895,0.5757,-75.4572,4.6309,116.7877,-37.5492,175.2622,26.7,0.01,4.1186
686686,26.59,101213.8203,-4374.1445,-0.863,-9.5321,2.3928,-16.9091,-54.7273,-11.1224,-4.818,-3.1589,0.7239,-75.9083,5.0183,117.2862,-37.5492,175.2622,26.7,0.02,4.125
687687,26.59,101216.8281,-4374.4204,-0.7453,-9.4928,2.432,-17,-55.1818,-11.7347,4.8895,-4.2086,0.8453,-75.63,4.3493,117.6279,-37.5492,175.2622,26.7,0.01,4.1314
688688,26.6,101217.5391,-4374.4858,-0.9022,-9.5321,2.4713,-17,-55.5455,-12.3469,4.0795,-4.5972,0.9131,-75.4655,5.2349,115.4214,-37.5492,175.2622,26.7,0.11,4.1186
689689,26.6,101217.0391,-4374.3799,-0.9022,-9.5321,2.3144,-17.4545,-55.1818,-12.2449,3.6281,4.3733,0.9765,-76.3528,5.2552,117.0683,-37.5492,175.2622,26.7,0.12,4.1121
690690,26.59,101217.6563,-4374.4966,-0.9022,-9.5713,2.432,-17,-55.2727,-12.551,2.6835,3.4638,2.7196,-75.743,5.22,115.5761,-37.5492,175.2622,26.7,0.01,4.1314
691691,26.61,101218.2344,-4374.5488,-0.7845,-9.5713,2.589,-17.0909,-55.4545,-12.2449,2.2318,2.2796,2.983,-74.8642,4.524,116.4213,-37.5492,175.2622,26.7,0.01,4.1186
692692,26.61,101218.4375,-4374.5679,-0.7061,-9.5713,2.3928,-17.3636,-54.8182,-11.4286,2.4074,1.9108,3.3929,-75.9638,4.0936,119.3677,-37.5492,175.2622,26.7,0.01,4.1121
693693,26.61,101220.1094,-4374.7207,-0.7453,-9.4928,2.432,-17.1818,-55,-11.5306,1.7614,0.8838,3.5439,-75.63,4.3493,118.2009,-37.5492,175.2622,26.7,0,4.1186
694694,26.62,101219.2891,-4374.6455,-0.8238,-9.5713,2.3536,-17.0909,-55.0909,-11.4286,0.4224,-0.2401,3.5244,-76.185,4.7774,117.8298,-37.5492,175.2622,26.7,0.01,4.1121
695695,26.62,101217.4609,-4374.478,-0.7453,-9.4928,2.1967,-16.9091,-55,-11.4286,0.5568,-0.7918,3.2842,-76.9708,4.3741,118.8592,-37.5492,175.2622,26.7,0.02,4.1121
696696,26.62,101216.8125,-4374.4189,-0.7845,-9.4928,2.3144,-17.1818,-55.2727,-11.6327,-0.5881,-1.7046,3.3727,-76.2985,4.5906,118.1444,-37.5492,175.2622,26.7,0.03,4.1186
697697,26.62,101213.1328,-4374.082,-0.7845,-9.4536,2.2359,-16.9091,-55,-11.5306,-0.5852,-2.8224,3.5268,-76.6932,4.6172,118.116,-37.5492,175.2622,26.7,0.02,4.1314
698698,26.62,101217.9688,-4374.5249,-0.9022,-9.4928,2.3144,-16.7273,-55.3636,-11.6327,-1.2599,-3.8872,3.6666,-76.2985,5.2755,116.1062,-37.5492,175.2622,26.7,0.02,4.1314
699699,26.63,101217.5313,-4374.4844,-0.8238,-9.5713,2.3536,-17.0909,-55.2727,-11.7347,-2.7749,-4.9882,3.8254,-76.185,4.7774,117.4853,-37.5492,175.2622,26.7,0.03,4.125
700700,26.64,101220.375,-4374.7451,-0.7845,-9.4536,2.432,-17.2727,-55.3636,-11.3265,-3.4288,4.9611,3.9124,-75.5729,4.595,117.9658,-37.5492,175.2622,26.7,0.02,4.125
701701,26.64,101220.3906,-4374.7466,-0.8238,-9.6497,2.1967,-17.0909,-55.1818,-11.4286,-4.2861,4.1802,3.6809,-77.1756,4.7581,118.6484,-37.5492,175.2622,26.7,0.03,4.1186
702702,26.64,101220.0547,-4374.7153,-0.8238,-9.4928,2.3928,-17.1818,-55.1818,-11.5306,4.8939,3.0633,3.8963,-75.8524,4.8098,117.5538,-37.5492,175.2622,26.7,0,4.1121
703703,26.65,101218.6094,-4374.5835,-0.8238,-9.4928,2.2359,-17.1818,-54.9091,-11.3265,-4.8139,1.9117,4.0519,-76.7463,4.8281,118.5374,-37.5492,175.2622,26.7,0.02,4.1121
704704,26.65,101215.4531,-4374.2944,-0.863,-9.6105,2.3928,-16.8182,-54.5455,-11.5306,3.377,0.8838,4.4167,-76.0188,4.9799,116.974,-37.5492,175.2622,26.7,0.02,4.1314
705705,26.65,101215.2969,-4374.2803,-0.8238,-9.5321,2.1575,-16.9091,-55.0909,-11.2245,2.651,0.0057,-4.8729,-77.2467,4.8179,118.4949,-37.5492,175.2622,26.7,0.01,4.125
706706,26.65,101218.4531,-4374.5684,-0.7845,-9.4928,2.3928,-16.9091,-55,-12.3469,2.303,-0.7112,-4.7941,-75.8524,4.5818,116.7956,-37.5492,175.2622,26.7,0.01,4.1314
707707,26.66,101214.4766,-4374.2046,-0.7845,-9.6105,2.3144,-17.2727,-55.0909,-12.3469,2.8479,-1.7466,-4.693,-76.46,4.5377,117.945,-37.5492,175.2622,26.7,0.02,4.1121
708708,26.66,101215.1406,-4374.2661,-0.7061,-9.3752,2.5105,-16.9091,-55.1818,-12.3469,0.9442,-2.8106,-4.5267,-75.0089,4.161,116.7891,-37.5492,175.2622,26.7,0.03,4.1186
709709,26.66,101216.6406,-4374.4028,-0.863,-9.5713,2.1182,-17,-55.2727,-11.8367,2.896,-3.5187,3.6418,-77.5209,5.031,117.8681,-37.5492,175.2622,26.7,0.02,4.125
710710,26.66,101218.8125,-4374.6016,-0.7453,-9.689,2.432,-16.9091,-55.1818,-11.7347,-0.4769,4.8836,-2.6313,-75.9092,4.2668,117.8156,-37.5492,175.2622,26.7,0.02,4.1186
711711,26.66,101216.6484,-4374.4043,-0.9022,-9.4536,2.3536,-17.1818,-54.9091,-12.1429,-1.1555,4.3028,-4.2223,-76.0197,5.291,116.4578,-37.5492,175.2622,26.7,0.02,4.1314
712712,26.66,101214.4844,-4374.2207,-0.7845,-9.5321,2.2751,-17.0909,-54.7273,-11.5306,-1.711,3.5082,-4.2951,-76.5756,4.5771,118.5258,-37.5492,175.2622,26.7,0.01,4.1186
